,row,species,sp,site,era,date,nest1,nest2,nest3,nest3note,sampleUnit,size1mm,habitat,tideHTm,lat,long,Shaw_hab,notes,notes2
3187,4269,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3188,4270,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3189,4271,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,16.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3190,4272,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,14.5,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3191,4273,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,18.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3192,4275,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,15,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3193,4276,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,13.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3194,4277,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad1,0.19,m_alongTransect,tran4W_quad1,11.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagB
3195,4278,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,19.3,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3196,4279,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3197,4280,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3198,4281,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3199,4282,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.3,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3200,4283,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3201,4284,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3202,4285,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3203,4286,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3204,4287,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3205,4288,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.2,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3206,4289,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3207,4290,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,19.5,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3208,4291,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,18.5,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3209,4292,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,20.6,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3210,4293,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.3,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3211,4294,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,15.6,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3212,4295,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3213,4296,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,19.3,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3214,4297,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3215,4298,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,18.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3216,4299,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,18.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3217,4300,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.2,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3218,4301,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3219,4302,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,18.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3220,4303,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3221,4304,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,18.9,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3222,4305,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3223,4306,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,18.1,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3224,4307,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3225,4308,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3226,4309,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,17.7,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3227,4310,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.6,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3228,4311,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,16.3,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3229,4312,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,15.8,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3230,4313,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad2,0.36,m_alongTransect,tran4W_quad2,14.4,barnacles,3,36.62194N,121.90537W,,,w_bigbagD
3231,4315,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18.5,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3232,4316,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,19.2,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3233,4317,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,15.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3234,4318,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18.1,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3235,4319,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.6,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3236,4320,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,19.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3237,4321,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3238,4322,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,14.7,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3239,4323,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,14.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3240,4324,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.6,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3241,4325,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18.4,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3242,4326,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.5,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3243,4327,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3244,4328,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.1,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3245,4329,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.5,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3246,4330,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.3,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3247,4331,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.4,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3248,4332,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,19.6,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3249,4333,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.6,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3250,4334,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,14.8,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3251,4335,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.7,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3252,4336,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,20.1,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3253,4337,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.8,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3254,4338,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.2,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3255,4339,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.3,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3256,4340,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.7,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3257,4341,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.6,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3258,4342,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.5,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3259,4343,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18.6,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3260,4344,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,19.3,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3261,4345,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.8,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3262,4346,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,19.7,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3263,4347,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.2,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3264,4348,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.8,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3265,4349,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.7,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3266,4350,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3267,4351,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16.5,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3268,4352,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18.7,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3269,4353,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.2,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3270,4354,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,14.8,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3271,4355,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,17.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3272,4356,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,15.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3273,4357,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3274,4358,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18.5,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3275,4359,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,16,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3276,4360,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18.3,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3277,4361,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,14,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3278,4362,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,15.8,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3279,4363,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,18,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3280,4364,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad3,1.38,m_alongTransect,tran4W_quad3,15,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,w_bigC
3281,4373,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,6.3,barnacles,3,36.62194N,121.90537W,,,w_littleA
3282,4374,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,17.2,barnacles,3,36.62194N,121.90537W,,,w_littleA
3283,4375,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,18,barnacles,3,36.62194N,121.90537W,,,w_littleA
3284,4376,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,19.7,barnacles,3,36.62194N,121.90537W,,,w_littleA
3285,4377,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,17.4,barnacles,3,36.62194N,121.90537W,,,w_littleA
3286,4378,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,20.2,barnacles,3,36.62194N,121.90537W,,,w_littleA
3287,4379,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,16.7,barnacles,3,36.62194N,121.90537W,,,w_littleA
3288,4380,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,18,barnacles,3,36.62194N,121.90537W,,,w_littleA
3289,4381,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,18.7,barnacles,3,36.62194N,121.90537W,,,w_littleA
3290,4382,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,18.4,barnacles,3,36.62194N,121.90537W,,,w_littleA
3291,4383,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,16.3,barnacles,3,36.62194N,121.90537W,,,w_littleA
3292,4384,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,16.2,barnacles,3,36.62194N,121.90537W,,,w_littleA
3293,4385,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,15.1,barnacles,3,36.62194N,121.90537W,,,w_littleA
3294,4386,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,16.7,barnacles,3,36.62194N,121.90537W,,,w_littleA
3295,4387,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,15,barnacles,3,36.62194N,121.90537W,,,w_littleA
3296,4388,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,15.2,barnacles,3,36.62194N,121.90537W,,,w_littleA
3297,4389,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,15.9,barnacles,3,36.62194N,121.90537W,,,w_littleA
3298,4390,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,12.1,barnacles,3,36.62194N,121.90537W,,,w_littleA
3299,4391,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad4,3.88,m_alongTransect,tran4W_quad4,8.7,barnacles,3,36.62194N,121.90537W,,,w_littleA
3300,4392,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,14.1,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3301,4393,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,18.1,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3302,4394,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,14,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3303,4395,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,16,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3304,4396,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,15,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3305,4397,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,16.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3306,4398,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,18.8,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3307,4399,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,14.6,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3308,4400,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,17.1,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3309,4401,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,16.4,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3310,4402,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,16.2,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3311,4403,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,18,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3312,4404,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,13.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3313,4405,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,16.1,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3314,4406,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,14.6,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3315,4407,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,11.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3316,4408,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,10.9,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3317,4409,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,16.2,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3318,4410,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,15.3,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
3319,4411,Chlorostoma.funebralis,CHFU,Wara.B,present,13/07/2014,tran4W,quad5,4.16,m_alongTransect,tran4W_quad5,16,barnacles/rock/endocladia,3,36.62194N,121.90537W,,,NA
